! FILETYPE CSV
! VERSION 2.0,1
! TIMESTAMP Tuesday, 01 October 2019 19:07:10
! TIMEZONE (UTC-08:00) Pacific Time (US & Canada)
! NAME Keysight Technologies
! MODEL N9914A
! SERIAL MY53104152
! FIRMWARE_VERSION A.10.33
! VF, 1.000
! Media, Coax
! IF_BW, 10000
! Output_Power_Mode, High
! Output_Power_Level, -15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 2141113543
! TraceAverageCount, 1
! CORRECTION1 Rdy
! Smoothing, Off
! Mag_Offset, 0 dB
! Phase_Offset, 0 Deg
! Slope, 0 dB/GHz
! Electrical_Delay, 0 s
! DATA Freq,S21
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
50000000,-51.1569785743032
50700000,-49.5276725627864
51400000,-49.2094230861657
52100000,-48.5264484510492
52800000,-47.9503436863331
53500000,-47.2071440394297
54200000,-46.1584922922488
54900000,-45.7725557502711
55600000,-45.0202765017332
56300000,-44.3864685679049
57000000,-43.8694580942391
57700000,-43.2000117681897
58400000,-42.6522120485334
59100000,-41.9147653071937
59800000,-41.5136218749086
60500000,-40.636179729139
61200000,-40.2660203983145
61900000,-39.5204394638588
62600000,-38.9699982668541
63300000,-38.4268025256453
64000000,-37.8412410612808
64700000,-37.3244092977878
65400000,-36.6496003390533
66100000,-36.1449178508002
66800000,-35.5874092090549
67500000,-34.9290628421882
68200000,-34.4375726930271
68900000,-33.825330861979
69600000,-33.2912427962351
70300000,-32.7504772761371
71000000,-32.1646166354846
71700000,-31.6271561266102
72400000,-31.0375572220049
73100000,-30.5650241356694
73800000,-29.9561915472808
74500000,-29.3759506824301
75200000,-28.827651453315
75900000,-28.2744342830278
76600000,-27.6916451668544
77300000,-27.1274902102258
78000000,-26.5849216627722
78700000,-25.9810523689184
79400000,-25.4072993992597
80100000,-24.8433324643481
80800000,-24.2774880523356
81500000,-23.6720331920535
82200000,-23.0964914081797
82900000,-22.5160048457791
83600000,-21.9305792150994
84300000,-21.3411099038071
85000000,-20.7377836450677
85700000,-20.1408489159526
86400000,-19.5351261171486
87100000,-18.9388311019478
87800000,-18.3422417453286
88500000,-17.7353845225785
89200000,-17.1196204670439
89900000,-16.5051420311772
90600000,-15.9122221790249
91300000,-15.3045087205218
92000000,-14.7083182562493
92700000,-14.1104208490452
93400000,-13.5202445568469
94100000,-12.9369640428091
94800000,-12.362644128269
95500000,-11.805690918577
96200000,-11.2583944274188
96900000,-10.7255953241606
97600000,-10.2154877263816
98300000,-9.72615738903904
99000000,-9.25906614885275
99700000,-8.8189760938974
100400000,-8.4043543096827
101100000,-8.02277120108513
101800000,-7.66783647693791
102500000,-7.34305414795405
103200000,-7.04170832515376
103900000,-6.77335678970967
104600000,-6.53163694187596
105300000,-6.3139643885144
106000000,-6.12122859561573
106700000,-5.94539493538029
107400000,-5.79571378488252
108100000,-5.66018116321258
108800000,-5.54268848657171
109500000,-5.43930467299585
110200000,-5.34548935993841
110900000,-5.26590053041286
111600000,-5.19799714348104
112300000,-5.13999429887243
113000000,-5.08645736079708
113700000,-5.0424818545359
114400000,-5.0065677277251
115100000,-4.97623151143345
115800000,-4.95260871201315
116500000,-4.93800677272455
117200000,-4.92670379872108
117900000,-4.9219020231482
118600000,-4.91660556708164
119300000,-4.92393227856475
120000000,-4.92833065950072
120700000,-4.94206316104345
121400000,-4.96039042026154
122100000,-4.98024550318799
122800000,-5.00382363641279
123500000,-5.02777707040159
124200000,-5.06098697374893
124900000,-5.09700327196588
125600000,-5.13010504742461
126300000,-5.17377848568685
127000000,-5.21366004464286
127700000,-5.26495735818914
128400000,-5.31199970037611
129100000,-5.37372931308343
129800000,-5.43614887480299
130500000,-5.50002739839922
131200000,-5.57314585811159
131900000,-5.6588322489242
132600000,-5.75167805285433
133300000,-5.86144690692299
134000000,-5.97553112409446
134700000,-6.10210188942386
135400000,-6.25087193804158
136100000,-6.40896288406495
136800000,-6.58889139186066
137500000,-6.78675113809239
138200000,-7.00846210173892
138900000,-7.25110324565964
139600000,-7.50526259885232
140300000,-7.78917503417095
141000000,-8.08438082156898
141700000,-8.40762313420358
142400000,-8.74589567767994
143100000,-9.10141161142446
143800000,-9.47174834148615
144500000,-9.85444590330583
145200000,-10.2474655493486
145900000,-10.6510009408849
146600000,-11.0633764904841
147300000,-11.4833951981145
148000000,-11.9114594796015
148700000,-12.3439907521603
149400000,-12.7741999197965
150100000,-13.2115249989313
150800000,-13.6435895005142
151500000,-14.081445447535
152200000,-14.5049660130097
152900000,-14.9412619337909
153600000,-15.3635760712807
154300000,-15.7913368092088
155000000,-16.2140517988439
155700000,-16.6213435558854
156400000,-17.0492127584788
157100000,-17.4404669301303
157800000,-17.8496789442251
158500000,-18.2453410753801
159200000,-18.6377169808306
159900000,-19.0135970400268
160600000,-19.3926253120508
161300000,-19.7715117915318
162000000,-20.1377456501038
162700000,-20.4952847139069
163400000,-20.8608332153448
164100000,-21.207077906247
164800000,-21.5585083829946
165500000,-21.889849658895
166200000,-22.2234078088457
166900000,-22.5559501930053
167600000,-22.8678587584517
168300000,-23.1961897894848
169000000,-23.5126588732099
169700000,-23.8256393218073
170400000,-24.1166334466607
171100000,-24.4282051940798
171800000,-24.726681093058
172500000,-24.9883178108076
173200000,-25.26905349052
173900000,-25.5797146351258
174600000,-25.8443184998517
175300000,-26.0980269745597
176000000,-26.3581376077498
176700000,-26.6297030631737
177400000,-26.8805692544823
178100000,-27.1278632804623
178800000,-27.3755844247606
179500000,-27.6090974183905
180200000,-27.8515213247709
180900000,-28.0767971077184
181600000,-28.3145646449406
182300000,-28.5290822998154
183000000,-28.7783776333069
183700000,-28.9912972273386
184400000,-29.1842785494487
185100000,-29.4125359309941
185800000,-29.6147188967359
186500000,-29.8317028098046
187200000,-30.0086087292892
187900000,-30.1713292714066
188600000,-30.3749091705434
189300000,-30.5793608158979
190000000,-30.7602694631084
END
